L1A1-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
2,1,0,1,0,1,------0,0,0.0,------1,
5,2,0,1,0,1,------0,0,0.0,------1,
8,3,0,1,0,1,------0,0,0.0,------1,
11,4,0,1,0,1,------0,0,0.0,------1,
14,5,0,1,0,1,------0,0,0.0,------1,
17,6,1,1,32,2,------32,32,1.0,------2,
20,7,0,0,20,3,------12,12,1.0,------3,
23,8,1,1,16,4,------28,32,0.88,------4,
26,9,0,0,16,4,------12,12,1.0,------3,
29,10,1,1,16,4,------28,32,0.88,------4,
32,11,0,0,16,4,------12,12,1.0,------3,
35,12,1,1,16,4,------28,32,0.88,------4,
38,13,0,0,16,4,------12,12,1.0,------3,
41,14,1,1,16,4,------28,32,0.88,------4,
44,15,0,0,16,4,------12,12,1.0,------3,
47,16,1,1,16,4,------28,32,0.88,------4,
50,17,0,0,16,4,------12,12,1.0,------3,
53,18,1,1,16,4,------28,32,0.88,------4,
56,19,0,0,16,4,------12,12,1.0,------3,
59,20,1,1,16,4,------28,32,0.88,------4,
62,21,0,0,16,4,------12,12,1.0,------3,
65,22,1,1,16,4,------28,32,0.88,------4,
68,23,0,0,16,4,------12,12,1.0,------3,
71,24,1,1,16,4,------28,32,0.88,------4,
74,25,0,0,16,4,------12,12,1.0,------3,
77,26,1,1,16,4,------28,32,0.88,------4,
80,27,0,0,16,4,------12,12,1.0,------3,
83,28,1,1,16,4,------28,32,0.88,------4,
86,29,0,0,16,4,------12,12,1.0,------3,
89,30,1,1,16,4,------28,32,0.88,------4,
92,31,0,0,16,4,------12,12,1.0,------3,
95,32,1,1,16,4,------28,32,0.88,------4,
98,33,0,0,16,4,------12,12,1.0,------3,
101,34,1,1,16,4,------28,32,0.88,------4,
104,35,0,0,16,4,------12,12,1.0,------3,
107,36,1,1,16,4,------28,32,0.88,------4,
110,37,0,0,16,4,------12,12,1.0,------3,
113,38,1,1,16,4,------28,32,0.88,------4,
116,39,0,0,16,4,------12,12,1.0,------3,
119,40,1,1,16,4,------28,32,0.88,------4,
122,41,0,0,16,4,------12,12,1.0,------3,
125,42,1,1,16,4,------28,32,0.88,------4,
128,43,0,0,16,4,------12,12,1.0,------3,
131,44,1,1,16,4,------28,32,0.88,------4,
134,45,0,0,16,4,------12,12,1.0,------3,
137,46,1,1,16,4,------28,32,0.88,------4,
140,47,0,0,16,4,------12,12,1.0,------3,
143,48,1,1,16,4,------28,32,0.88,------4,
146,49,0,0,16,4,------12,12,1.0,------3,
149,50,1,1,16,4,------28,32,0.88,------4,
152,51,0,0,16,4,------12,12,1.0,------3,
155,52,1,1,16,4,------28,32,0.88,------4,
158,53,0,0,16,4,------12,12,1.0,------3,
161,54,1,1,16,4,------28,32,0.88,------4,
164,55,0,0,16,4,------12,12,1.0,------3,
167,56,1,1,16,4,------28,32,0.88,------4,
170,57,0,0,16,4,------12,12,1.0,------3,
173,58,1,1,16,4,------28,32,0.88,------4,
176,59,0,0,16,4,------12,12,1.0,------3,
179,60,1,1,16,4,------28,32,0.88,------4,
182,61,0,0,16,4,------12,12,1.0,------3,
185,62,1,1,16,4,------28,32,0.88,------4,
188,63,0,0,16,4,------12,12,1.0,------3,
191,64,1,1,16,4,------28,32,0.88,------4,
194,65,0,0,16,4,------12,12,1.0,------3,
197,66,1,1,16,4,------28,32,0.88,------4,
200,67,0,0,16,4,------12,12,1.0,------3,
203,68,1,1,16,4,------28,32,0.88,------4,
206,69,0,0,16,4,------12,12,1.0,------3,
209,70,1,1,16,4,------28,32,0.88,------4,
212,71,0,0,16,4,------12,12,1.0,------3,
215,72,1,1,16,4,------28,32,0.88,------4,
218,73,0,0,16,4,------12,12,1.0,------3,
221,74,1,1,16,4,------28,32,0.88,------4,
224,75,0,0,16,4,------12,12,1.0,------3,
227,76,1,1,16,4,------28,32,0.88,------4,
230,77,0,0,16,4,------12,12,1.0,------3,
233,78,1,1,16,4,------28,32,0.88,------4,
236,79,0,0,16,4,------12,12,1.0,------3,
239,80,1,1,16,4,------28,32,0.88,------4,
242,81,0,0,16,4,------12,12,1.0,------3,
245,82,1,1,16,4,------28,32,0.88,------4,
248,83,0,0,16,4,------12,12,1.0,------3,
251,84,1,1,16,4,------28,32,0.88,------4,
254,85,0,0,16,4,------12,12,1.0,------3,
257,86,1,1,16,4,------28,32,0.88,------4,
260,87,0,0,16,4,------12,12,1.0,------3,
263,88,1,1,16,4,------28,32,0.88,------4,
266,89,0,0,16,4,------12,12,1.0,------3,
269,90,1,1,16,4,------28,32,0.88,------4,
272,91,0,0,16,4,------12,12,1.0,------3,
275,92,1,1,16,4,------28,32,0.88,------4,
278,93,0,0,16,4,------12,12,1.0,------3,
281,94,1,1,16,4,------28,32,0.88,------4,
284,95,0,0,16,4,------12,12,1.0,------3,
287,96,1,1,16,4,------28,32,0.88,------4,
290,97,0,0,16,4,------12,12,1.0,------3,
293,98,1,1,16,4,------28,32,0.88,------4,
296,99,0,0,16,4,------12,12,1.0,------3,
299,100,1,1,16,4,------28,32,0.88,------4,
302,101,0,0,16,4,------12,12,1.0,------3,
305,102,1,1,16,4,------28,32,0.88,------4,
308,103,0,0,16,4,------12,12,1.0,------3,
311,104,1,1,16,4,------28,32,0.88,------4,
314,105,0,0,16,4,------12,12,1.0,------3,
317,106,1,1,16,4,------28,32,0.88,------4,
320,107,0,0,16,4,------12,12,1.0,------3,
323,108,1,1,16,4,------28,32,0.88,------4,
326,109,0,0,16,4,------12,12,1.0,------3,
329,110,1,1,16,4,------28,32,0.88,------4,
332,111,0,0,16,4,------12,12,1.0,------3,
335,112,1,1,16,4,------28,32,0.88,------4,
338,113,0,0,16,4,------12,12,1.0,------3,
341,114,1,1,16,4,------28,32,0.88,------4,
344,115,0,0,16,4,------12,12,1.0,------3,
347,116,1,1,16,4,------28,32,0.88,------4,
350,117,0,0,16,4,------12,12,1.0,------3,
353,118,1,1,16,4,------28,32,0.88,------4,
356,119,0,0,16,4,------12,12,1.0,------3,
359,120,1,1,16,4,------28,32,0.88,------4,
362,121,0,0,16,4,------12,12,1.0,------3,
365,122,1,1,16,4,------28,32,0.88,------4,
368,123,0,0,16,4,------12,12,1.0,------3,
371,124,1,1,16,4,------28,32,0.88,------4,
374,125,0,0,16,4,------12,12,1.0,------3,
377,126,1,1,16,4,------28,32,0.88,------4,
380,127,0,0,16,4,------12,12,1.0,------3,
383,128,1,1,16,4,------28,32,0.88,------4,
386,129,0,0,16,4,------12,12,1.0,------3,
389,130,1,1,16,4,------28,32,0.88,------4,
392,131,0,0,16,4,------12,12,1.0,------3,
395,132,1,1,16,4,------28,32,0.88,------4,
398,133,0,0,16,4,------12,12,1.0,------3,
401,134,1,1,16,4,------28,32,0.88,------4,
404,135,0,0,16,4,------12,12,1.0,------3,
407,136,1,1,16,4,------28,32,0.88,------4,
410,137,0,0,16,4,------12,12,1.0,------3,
413,138,1,1,16,4,------28,32,0.88,------4,
416,139,0,0,16,4,------12,12,1.0,------3,
419,140,1,1,16,4,------28,32,0.88,------4,
