L1A1-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
2,1,0,1,0,1,------0,0,0.0,------1,
5,2,0,1,0,1,------0,0,0.0,------1,
8,3,0,1,0,1,------0,0,0.0,------1,
11,4,0,1,0,1,------0,0,0.0,------1,
14,5,0,1,0,1,------0,0,0.0,------1,
17,6,1,1,32,2,------32,32,1.0,------2,
20,7,1,1,0,2,------32,32,1.0,------2,
23,8,1,1,0,2,------32,32,1.0,------2,
26,9,1,0,0,2,------32,32,1.0,------2,
29,10,0,0,20,3,------12,12,1.0,------3,
32,11,0,0,0,3,------12,12,1.0,------3,
35,12,0,0,0,3,------12,12,1.0,------3,
38,13,0,1,0,3,------12,12,1.0,------3,
41,14,1,1,16,4,------28,32,0.88,------4,
44,15,1,1,0,4,------28,32,0.88,------4,
47,16,1,1,0,4,------28,32,0.88,------4,
50,17,1,0,0,4,------28,32,0.88,------4,
53,18,0,0,16,4,------12,12,1.0,------3,
56,19,0,0,0,4,------12,12,1.0,------3,
59,20,0,0,12,4,------0,0,0.0,------1,
62,21,0,1,0,4,------0,0,0.0,------1,
65,22,1,1,28,4,------28,32,0.88,------4,
68,23,1,1,0,4,------28,32,0.88,------4,
71,24,1,1,0,4,------28,32,0.88,------4,
74,25,1,0,0,4,------28,32,0.88,------4,
77,26,0,0,28,4,------0,0,0.0,------1,
80,27,0,0,0,4,------0,0,0.0,------1,
83,28,0,0,0,4,------0,0,0.0,------1,
86,29,0,1,0,4,------0,0,0.0,------1,
89,30,1,1,28,4,------28,32,0.88,------4,
92,31,1,1,0,4,------28,32,0.88,------4,
95,32,1,1,0,4,------28,32,0.88,------4,
98,33,1,0,0,4,------28,32,0.88,------4,
101,34,0,0,28,4,------0,0,0.0,------1,
104,35,0,0,0,4,------0,0,0.0,------1,
107,36,0,0,0,4,------0,0,0.0,------1,
110,37,0,1,0,4,------0,0,0.0,------1,
113,38,1,1,28,4,------28,32,0.88,------4,
116,39,1,1,0,4,------28,32,0.88,------4,
119,40,1,1,0,4,------28,32,0.88,------4,
122,41,1,0,0,4,------28,32,0.88,------4,
125,42,0,0,28,4,------0,0,0.0,------1,
128,43,0,0,0,4,------0,0,0.0,------1,
131,44,0,0,0,4,------0,0,0.0,------1,
134,45,0,1,0,4,------0,0,0.0,------1,
137,46,1,1,28,4,------28,32,0.88,------4,
140,47,1,1,0,4,------28,32,0.88,------4,
143,48,1,1,0,4,------28,32,0.88,------4,
146,49,1,0,0,4,------28,32,0.88,------4,
149,50,0,0,28,4,------0,0,0.0,------1,
152,51,0,0,0,4,------0,0,0.0,------1,
155,52,0,0,0,4,------0,0,0.0,------1,
158,53,0,1,0,4,------0,0,0.0,------1,
161,54,1,1,28,4,------28,32,0.88,------4,
164,55,1,1,0,4,------28,32,0.88,------4,
167,56,1,1,0,4,------28,32,0.88,------4,
170,57,1,0,0,4,------28,32,0.88,------4,
173,58,0,0,28,4,------0,0,0.0,------1,
176,59,0,0,0,4,------0,0,0.0,------1,
179,60,0,0,0,4,------0,0,0.0,------1,
182,61,0,1,0,4,------0,0,0.0,------1,
185,62,1,1,28,4,------28,32,0.88,------4,
188,63,1,1,0,4,------28,32,0.88,------4,
191,64,1,1,0,4,------28,32,0.88,------4,
194,65,1,0,0,4,------28,32,0.88,------4,
197,66,0,0,28,4,------0,0,0.0,------1,
200,67,0,0,0,4,------0,0,0.0,------1,
203,68,0,0,0,4,------0,0,0.0,------1,
206,69,0,1,0,4,------0,0,0.0,------1,
209,70,1,1,28,4,------28,32,0.88,------4,
212,71,1,1,0,4,------28,32,0.88,------4,
215,72,1,1,0,4,------28,32,0.88,------4,
218,73,1,0,0,4,------28,32,0.88,------4,
221,74,0,0,28,4,------0,0,0.0,------1,
224,75,0,0,0,4,------0,0,0.0,------1,
227,76,0,0,0,4,------0,0,0.0,------1,
230,77,0,1,0,4,------0,0,0.0,------1,
233,78,1,1,28,4,------28,32,0.88,------4,
236,79,1,1,0,4,------28,32,0.88,------4,
239,80,1,1,0,4,------28,32,0.88,------4,
242,81,1,0,0,4,------28,32,0.88,------4,
245,82,0,0,28,4,------0,0,0.0,------1,
248,83,0,0,0,4,------0,0,0.0,------1,
251,84,0,0,0,4,------0,0,0.0,------1,
254,85,0,1,0,4,------0,0,0.0,------1,
257,86,1,1,28,4,------28,32,0.88,------4,
260,87,1,1,0,4,------28,32,0.88,------4,
263,88,1,1,0,4,------28,32,0.88,------4,
266,89,1,0,0,4,------28,32,0.88,------4,
269,90,0,0,28,4,------0,0,0.0,------1,
272,91,0,0,0,4,------0,0,0.0,------1,
275,92,0,0,0,4,------0,0,0.0,------1,
278,93,0,1,0,4,------0,0,0.0,------1,
281,94,1,1,28,4,------28,32,0.88,------4,
284,95,1,1,0,4,------28,32,0.88,------4,
287,96,1,1,0,4,------28,32,0.88,------4,
290,97,1,0,0,4,------28,32,0.88,------4,
293,98,0,0,28,4,------0,0,0.0,------1,
296,99,0,0,0,4,------0,0,0.0,------1,
299,100,0,0,0,4,------0,0,0.0,------1,
302,101,0,1,0,4,------0,0,0.0,------1,
305,102,1,1,28,4,------28,32,0.88,------4,
308,103,1,1,0,4,------28,32,0.88,------4,
311,104,1,1,0,4,------28,32,0.88,------4,
314,105,1,0,0,4,------28,32,0.88,------4,
317,106,0,0,28,4,------0,0,0.0,------1,
320,107,0,0,0,4,------0,0,0.0,------1,
323,108,0,0,0,4,------0,0,0.0,------1,
326,109,0,1,0,4,------0,0,0.0,------1,
329,110,1,1,28,4,------28,32,0.88,------4,
332,111,1,1,0,4,------28,32,0.88,------4,
335,112,1,1,0,4,------28,32,0.88,------4,
338,113,1,0,0,4,------28,32,0.88,------4,
341,114,0,0,28,4,------0,0,0.0,------1,
344,115,0,0,0,4,------0,0,0.0,------1,
347,116,0,0,0,4,------0,0,0.0,------1,
350,117,0,1,0,4,------0,0,0.0,------1,
353,118,1,1,28,4,------28,32,0.88,------4,
356,119,1,1,0,4,------28,32,0.88,------4,
359,120,1,1,0,4,------28,32,0.88,------4,
362,121,1,0,0,4,------28,32,0.88,------4,
365,122,0,0,28,4,------0,0,0.0,------1,
368,123,0,0,0,4,------0,0,0.0,------1,
371,124,0,0,0,4,------0,0,0.0,------1,
374,125,0,1,0,4,------0,0,0.0,------1,
377,126,1,1,28,4,------28,32,0.88,------4,
380,127,1,1,0,4,------28,32,0.88,------4,
383,128,1,1,0,4,------28,32,0.88,------4,
386,129,1,0,0,4,------28,32,0.88,------4,
389,130,0,0,28,4,------0,0,0.0,------1,
392,131,0,0,0,4,------0,0,0.0,------1,
395,132,0,0,0,4,------0,0,0.0,------1,
398,133,0,1,0,4,------0,0,0.0,------1,
401,134,1,1,28,4,------28,32,0.88,------4,
404,135,1,1,0,4,------28,32,0.88,------4,
407,136,1,1,0,4,------28,32,0.88,------4,
410,137,1,0,0,4,------28,32,0.88,------4,
413,138,0,0,28,4,------0,0,0.0,------1,
416,139,0,0,0,4,------0,0,0.0,------1,
419,140,0,0,0,4,------0,0,0.0,------1,
