L0A23-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
1,1,0,1,0,1,------5,9,0.56,------1,
4,2,0,1,4,2,------9,25,0.36,------2,
7,3,0,1,12,3,------21,49,0.43,------3,
10,4,0,1,8,4,------29,81,0.36,------4,
13,5,0,1,12,5,------41,121,0.34,------5,
16,6,1,1,12,6,------53,169,0.31,------6,
19,7,1,1,36,7,------89,225,0.4,------7,
22,8,1,1,28,8,------117,289,0.4,------8,
25,9,1,1,12,9,------129,361,0.36,------9,
28,10,1,1,12,10,------141,441,0.32,------10,
31,11,1,1,32,11,------173,441,0.39,------11,
34,12,1,1,24,12,------197,441,0.45,------12,
37,13,1,0,56,13,------141,441,0.32,------13,
40,14,1,0,32,14,------109,361,0.3,------14,
43,15,1,1,36,15,------145,441,0.33,------15,
46,16,1,1,48,16,------193,441,0.44,------16,
49,17,1,1,48,17,------241,441,0.55,------17,
52,18,1,1,48,18,------289,441,0.66,------18,
55,19,1,1,28,19,------317,441,0.72,------19,
58,20,1,1,36,20,------353,441,0.8,------20,
61,21,1,1,20,21,------373,441,0.85,------21,
64,22,1,1,0,21,------373,441,0.85,------21,
67,23,1,1,0,21,------373,441,0.85,------21,
70,24,1,1,0,21,------373,441,0.85,------21,
73,25,1,1,0,21,------373,441,0.85,------21,
76,26,1,1,0,21,------373,441,0.85,------21,
79,27,1,1,0,21,------373,441,0.85,------21,
82,28,1,1,0,21,------373,441,0.85,------21,
85,29,1,1,0,21,------373,441,0.85,------21,
88,30,1,1,0,21,------373,441,0.85,------21,
91,31,1,1,0,21,------373,441,0.85,------21,
94,32,1,1,0,21,------373,441,0.85,------21,
97,33,1,1,0,21,------373,441,0.85,------21,
100,34,1,1,0,21,------373,441,0.85,------21,
103,35,1,1,0,21,------373,441,0.85,------21,
106,36,1,1,0,21,------373,441,0.85,------21,
109,37,1,1,0,21,------373,441,0.85,------21,
112,38,1,1,0,21,------373,441,0.85,------21,
115,39,1,1,0,21,------373,441,0.85,------21,
118,40,1,1,0,21,------373,441,0.85,------21,
121,41,1,1,0,21,------373,441,0.85,------21,
124,42,1,1,0,21,------373,441,0.85,------21,
127,43,1,0,40,22,------333,441,0.76,------22,
130,44,1,0,32,23,------301,361,0.83,------23,
133,45,1,1,36,24,------337,441,0.76,------24,
136,46,1,1,8,25,------345,441,0.78,------25,
139,47,1,1,8,26,------353,441,0.8,------26,
142,48,1,1,16,27,------369,441,0.84,------27,
145,49,1,1,16,28,------385,441,0.87,------28,
148,50,1,1,16,29,------401,441,0.91,------29,
151,51,1,1,4,30,------405,441,0.92,------30,
154,52,1,1,0,30,------405,441,0.92,------30,
157,53,1,1,0,30,------405,441,0.92,------30,
160,54,1,1,0,30,------405,441,0.92,------30,
163,55,1,1,0,30,------405,441,0.92,------30,
166,56,1,1,0,30,------405,441,0.92,------30,
169,57,1,1,0,30,------405,441,0.92,------30,
172,58,1,1,0,30,------405,441,0.92,------30,
175,59,1,1,0,30,------405,441,0.92,------30,
178,60,1,1,0,30,------405,441,0.92,------30,
181,61,1,1,0,30,------405,441,0.92,------30,
184,62,1,1,0,30,------405,441,0.92,------30,
187,63,1,1,0,30,------405,441,0.92,------30,
190,64,1,1,0,30,------405,441,0.92,------30,
193,65,1,1,0,30,------405,441,0.92,------30,
196,66,1,1,0,30,------405,441,0.92,------30,
199,67,1,1,0,30,------405,441,0.92,------30,
202,68,1,1,0,30,------405,441,0.92,------30,
205,69,1,1,0,30,------405,441,0.92,------30,
208,70,1,1,0,30,------405,441,0.92,------30,
211,71,1,1,0,30,------405,441,0.92,------30,
214,72,1,1,0,30,------405,441,0.92,------30,
217,73,1,0,40,31,------365,441,0.83,------31,
220,74,1,0,24,32,------341,441,0.77,------32,
223,75,1,1,32,33,------373,441,0.85,------33,
226,76,1,1,28,34,------401,441,0.91,------34,
229,77,1,1,20,35,------421,441,0.95,------35,
232,78,1,1,12,36,------433,441,0.98,------36,
235,79,1,1,4,37,------437,441,0.99,------37,
238,80,1,1,0,37,------437,441,0.99,------37,
241,81,1,1,0,37,------437,441,0.99,------37,
244,82,1,1,0,37,------437,441,0.99,------37,
247,83,1,1,0,37,------437,441,0.99,------37,
250,84,1,1,0,37,------437,441,0.99,------37,
253,85,1,1,0,37,------437,441,0.99,------37,
256,86,1,1,0,37,------437,441,0.99,------37,
259,87,1,1,0,37,------437,441,0.99,------37,
262,88,1,1,0,37,------437,441,0.99,------37,
265,89,1,1,0,37,------437,441,0.99,------37,
268,90,1,1,0,37,------437,441,0.99,------37,
271,91,1,1,0,37,------437,441,0.99,------37,
274,92,1,1,0,37,------437,441,0.99,------37,
277,93,1,1,0,37,------437,441,0.99,------37,
280,94,1,1,0,37,------437,441,0.99,------37,
283,95,1,1,0,37,------437,441,0.99,------37,
286,96,1,1,0,37,------437,441,0.99,------37,
289,97,1,1,0,37,------437,441,0.99,------37,
292,98,1,1,0,37,------437,441,0.99,------37,
295,99,1,1,0,37,------437,441,0.99,------37,
298,100,1,1,0,37,------437,441,0.99,------37,
301,101,1,1,0,37,------437,441,0.99,------37,
304,102,1,1,0,37,------437,441,0.99,------37,
307,103,1,0,8,38,------429,441,0.97,------38,
310,104,1,0,12,39,------417,441,0.95,------39,
313,105,1,1,0,39,------417,441,0.95,------39,
316,106,1,1,0,39,------417,441,0.95,------39,
319,107,1,1,0,39,------417,441,0.95,------39,
322,108,1,1,0,39,------417,441,0.95,------39,
325,109,1,1,0,39,------417,441,0.95,------39,
328,110,1,1,0,39,------417,441,0.95,------39,
331,111,1,1,0,39,------417,441,0.95,------39,
334,112,1,1,0,39,------417,441,0.95,------39,
337,113,1,1,0,39,------417,441,0.95,------39,
340,114,1,1,0,39,------417,441,0.95,------39,
343,115,1,1,0,39,------417,441,0.95,------39,
346,116,1,1,0,39,------417,441,0.95,------39,
349,117,1,1,0,39,------417,441,0.95,------39,
352,118,1,1,0,39,------417,441,0.95,------39,
355,119,1,1,0,39,------417,441,0.95,------39,
358,120,1,1,0,39,------417,441,0.95,------39,
361,121,1,1,0,39,------417,441,0.95,------39,
364,122,1,1,0,39,------417,441,0.95,------39,
367,123,1,1,0,39,------417,441,0.95,------39,
370,124,1,1,0,39,------417,441,0.95,------39,
373,125,1,1,0,39,------417,441,0.95,------39,
376,126,1,1,0,39,------417,441,0.95,------39,
379,127,1,1,0,39,------417,441,0.95,------39,
382,128,1,1,0,39,------417,441,0.95,------39,
385,129,1,1,0,39,------417,441,0.95,------39,
388,130,1,1,0,39,------417,441,0.95,------39,
391,131,1,1,0,39,------417,441,0.95,------39,
394,132,1,1,0,39,------417,441,0.95,------39,
397,133,1,0,16,40,------401,441,0.91,------40,
400,134,1,0,20,41,------381,441,0.86,------41,
403,135,1,1,0,41,------381,441,0.86,------41,
406,136,1,1,0,41,------381,441,0.86,------41,
409,137,1,1,0,41,------381,441,0.86,------41,
412,138,1,1,0,41,------381,441,0.86,------41,
415,139,1,1,0,41,------381,441,0.86,------41,
418,140,1,1,0,41,------381,441,0.86,------41,
421,141,1,1,0,41,------381,441,0.86,------41,
424,142,1,1,0,41,------381,441,0.86,------41,
427,143,1,1,0,41,------381,441,0.86,------41,
430,144,1,1,0,41,------381,441,0.86,------41,
433,145,1,1,0,41,------381,441,0.86,------41,
436,146,1,1,0,41,------381,441,0.86,------41,
439,147,1,1,0,41,------381,441,0.86,------41,
