L1A1-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
2,1,0,1,0,1,------0,0,0.0,------1,
5,2,0,1,0,1,------0,0,0.0,------1,
8,3,0,1,0,1,------0,0,0.0,------1,
11,4,0,1,0,1,------0,0,0.0,------1,
14,5,0,1,0,1,------0,0,0.0,------1,
17,6,1,1,32,2,------32,32,1.0,------2,
20,7,1,0,0,2,------32,32,1.0,------2,
23,8,0,0,20,3,------12,12,1.0,------3,
26,9,0,0,0,3,------12,12,1.0,------3,
29,10,0,0,0,3,------12,12,1.0,------3,
32,11,0,0,0,3,------12,12,1.0,------3,
35,12,0,0,12,3,------0,0,0.0,------1,
38,13,0,1,0,3,------0,0,0.0,------1,
41,14,0,1,28,4,------28,32,0.88,------4,
44,15,0,1,0,4,------28,32,0.88,------4,
47,16,0,1,0,4,------28,32,0.88,------4,
50,17,0,1,0,4,------28,32,0.88,------4,
53,18,0,1,0,4,------28,32,0.88,------4,
56,19,0,1,0,4,------28,32,0.88,------4,
59,20,1,1,4,4,------32,32,1.0,------2,
62,21,1,1,0,4,------32,32,1.0,------2,
65,22,1,1,0,4,------32,32,1.0,------2,
68,23,1,1,0,4,------32,32,1.0,------2,
71,24,1,1,0,4,------32,32,1.0,------2,
74,25,1,0,0,4,------32,32,1.0,------2,
77,26,0,0,20,4,------12,12,1.0,------3,
80,27,0,0,0,4,------12,12,1.0,------3,
83,28,0,0,0,4,------12,12,1.0,------3,
86,29,0,0,0,4,------12,12,1.0,------3,
89,30,0,0,0,4,------12,12,1.0,------3,
92,31,0,1,0,4,------12,12,1.0,------3,
95,32,1,1,20,4,------32,32,1.0,------2,
98,33,1,1,0,4,------32,32,1.0,------2,
101,34,1,1,0,4,------32,32,1.0,------2,
104,35,1,1,0,4,------32,32,1.0,------2,
107,36,1,1,0,4,------32,32,1.0,------2,
110,37,1,0,0,4,------32,32,1.0,------2,
113,38,0,0,20,4,------12,12,1.0,------3,
116,39,0,0,0,4,------12,12,1.0,------3,
119,40,0,0,0,4,------12,12,1.0,------3,
122,41,0,0,0,4,------12,12,1.0,------3,
125,42,0,0,12,4,------0,0,0.0,------1,
128,43,0,1,0,4,------0,0,0.0,------1,
131,44,0,1,28,4,------28,32,0.88,------4,
134,45,0,1,0,4,------28,32,0.88,------4,
137,46,0,1,0,4,------28,32,0.88,------4,
140,47,0,1,0,4,------28,32,0.88,------4,
143,48,0,1,0,4,------28,32,0.88,------4,
146,49,0,1,0,4,------28,32,0.88,------4,
149,50,1,1,4,4,------32,32,1.0,------2,
152,51,1,1,0,4,------32,32,1.0,------2,
155,52,1,1,0,4,------32,32,1.0,------2,
158,53,1,1,0,4,------32,32,1.0,------2,
161,54,1,1,0,4,------32,32,1.0,------2,
164,55,1,0,0,4,------32,32,1.0,------2,
167,56,0,0,20,4,------12,12,1.0,------3,
170,57,0,0,0,4,------12,12,1.0,------3,
173,58,0,0,0,4,------12,12,1.0,------3,
176,59,0,0,0,4,------12,12,1.0,------3,
179,60,0,0,0,4,------12,12,1.0,------3,
182,61,0,1,0,4,------12,12,1.0,------3,
185,62,1,1,20,4,------32,32,1.0,------2,
188,63,1,1,0,4,------32,32,1.0,------2,
191,64,1,1,0,4,------32,32,1.0,------2,
194,65,1,1,0,4,------32,32,1.0,------2,
197,66,1,1,0,4,------32,32,1.0,------2,
200,67,1,0,0,4,------32,32,1.0,------2,
203,68,0,0,20,4,------12,12,1.0,------3,
206,69,0,0,0,4,------12,12,1.0,------3,
209,70,0,0,0,4,------12,12,1.0,------3,
212,71,0,0,0,4,------12,12,1.0,------3,
215,72,0,0,12,4,------0,0,0.0,------1,
218,73,0,1,0,4,------0,0,0.0,------1,
221,74,0,1,28,4,------28,32,0.88,------4,
224,75,0,1,0,4,------28,32,0.88,------4,
227,76,0,1,0,4,------28,32,0.88,------4,
230,77,0,1,0,4,------28,32,0.88,------4,
233,78,0,1,0,4,------28,32,0.88,------4,
236,79,0,1,0,4,------28,32,0.88,------4,
239,80,1,1,4,4,------32,32,1.0,------2,
242,81,1,1,0,4,------32,32,1.0,------2,
245,82,1,1,0,4,------32,32,1.0,------2,
248,83,1,1,0,4,------32,32,1.0,------2,
251,84,1,1,0,4,------32,32,1.0,------2,
254,85,1,0,0,4,------32,32,1.0,------2,
257,86,0,0,20,4,------12,12,1.0,------3,
260,87,0,0,0,4,------12,12,1.0,------3,
263,88,0,0,0,4,------12,12,1.0,------3,
266,89,0,0,0,4,------12,12,1.0,------3,
269,90,0,0,0,4,------12,12,1.0,------3,
272,91,0,1,0,4,------12,12,1.0,------3,
275,92,1,1,20,4,------32,32,1.0,------2,
278,93,1,1,0,4,------32,32,1.0,------2,
281,94,1,1,0,4,------32,32,1.0,------2,
284,95,1,1,0,4,------32,32,1.0,------2,
287,96,1,1,0,4,------32,32,1.0,------2,
290,97,1,0,0,4,------32,32,1.0,------2,
293,98,0,0,20,4,------12,12,1.0,------3,
296,99,0,0,0,4,------12,12,1.0,------3,
299,100,0,0,0,4,------12,12,1.0,------3,
302,101,0,0,0,4,------12,12,1.0,------3,
305,102,0,0,12,4,------0,0,0.0,------1,
308,103,0,1,0,4,------0,0,0.0,------1,
311,104,0,1,28,4,------28,32,0.88,------4,
314,105,0,1,0,4,------28,32,0.88,------4,
317,106,0,1,0,4,------28,32,0.88,------4,
320,107,0,1,0,4,------28,32,0.88,------4,
323,108,0,1,0,4,------28,32,0.88,------4,
326,109,0,1,0,4,------28,32,0.88,------4,
329,110,1,1,4,4,------32,32,1.0,------2,
332,111,1,1,0,4,------32,32,1.0,------2,
335,112,1,1,0,4,------32,32,1.0,------2,
338,113,1,1,0,4,------32,32,1.0,------2,
341,114,1,1,0,4,------32,32,1.0,------2,
344,115,1,0,0,4,------32,32,1.0,------2,
347,116,0,0,20,4,------12,12,1.0,------3,
350,117,0,0,0,4,------12,12,1.0,------3,
353,118,0,0,0,4,------12,12,1.0,------3,
356,119,0,0,0,4,------12,12,1.0,------3,
359,120,0,0,0,4,------12,12,1.0,------3,
362,121,0,1,0,4,------12,12,1.0,------3,
365,122,1,1,20,4,------32,32,1.0,------2,
368,123,1,1,0,4,------32,32,1.0,------2,
371,124,1,1,0,4,------32,32,1.0,------2,
374,125,1,1,0,4,------32,32,1.0,------2,
377,126,1,1,0,4,------32,32,1.0,------2,
380,127,1,0,0,4,------32,32,1.0,------2,
383,128,0,0,20,4,------12,12,1.0,------3,
386,129,0,0,0,4,------12,12,1.0,------3,
389,130,0,0,0,4,------12,12,1.0,------3,
392,131,0,0,0,4,------12,12,1.0,------3,
395,132,0,0,12,4,------0,0,0.0,------1,
398,133,0,1,0,4,------0,0,0.0,------1,
401,134,0,1,28,4,------28,32,0.88,------4,
404,135,0,1,0,4,------28,32,0.88,------4,
407,136,0,1,0,4,------28,32,0.88,------4,
410,137,0,1,0,4,------28,32,0.88,------4,
413,138,0,1,0,4,------28,32,0.88,------4,
416,139,0,1,0,4,------28,32,0.88,------4,
419,140,1,1,4,4,------32,32,1.0,------2,
