L1A1-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
2,1,0,1,0,1,------0,0,0.0,------1,
5,2,0,1,0,1,------0,0,0.0,------1,
8,3,0,1,0,1,------0,0,0.0,------1,
11,4,0,1,0,1,------0,0,0.0,------1,
14,5,0,1,0,1,------0,0,0.0,------1,
17,6,1,1,32,2,------32,32,1.0,------2,
20,7,0,0,20,3,------12,12,1.0,------3,
23,8,0,1,16,4,------28,32,0.88,------4,
26,9,1,1,4,4,------32,32,1.0,------2,
29,10,0,0,20,4,------12,12,1.0,------3,
32,11,0,1,16,4,------28,32,0.88,------4,
35,12,1,1,4,4,------32,32,1.0,------2,
38,13,0,0,20,4,------12,12,1.0,------3,
41,14,1,1,20,4,------32,32,1.0,------2,
44,15,0,0,20,4,------12,12,1.0,------3,
47,16,0,1,16,4,------28,32,0.88,------4,
50,17,1,1,4,4,------32,32,1.0,------2,
53,18,0,0,20,4,------12,12,1.0,------3,
56,19,1,1,20,4,------32,32,1.0,------2,
59,20,0,0,20,4,------12,12,1.0,------3,
62,21,1,1,20,4,------32,32,1.0,------2,
65,22,0,0,20,4,------12,12,1.0,------3,
68,23,1,1,20,4,------32,32,1.0,------2,
71,24,0,0,20,4,------12,12,1.0,------3,
74,25,1,1,20,4,------32,32,1.0,------2,
77,26,0,0,20,4,------12,12,1.0,------3,
80,27,1,1,20,4,------32,32,1.0,------2,
83,28,0,0,20,4,------12,12,1.0,------3,
86,29,0,1,16,4,------28,32,0.88,------4,
89,30,1,1,4,4,------32,32,1.0,------2,
92,31,0,0,20,4,------12,12,1.0,------3,
95,32,1,1,20,4,------32,32,1.0,------2,
98,33,0,0,20,4,------12,12,1.0,------3,
101,34,1,1,20,4,------32,32,1.0,------2,
104,35,0,0,20,4,------12,12,1.0,------3,
107,36,1,1,20,4,------32,32,1.0,------2,
110,37,0,0,20,4,------12,12,1.0,------3,
113,38,1,1,20,4,------32,32,1.0,------2,
116,39,0,0,20,4,------12,12,1.0,------3,
119,40,1,1,20,4,------32,32,1.0,------2,
122,41,0,0,20,4,------12,12,1.0,------3,
125,42,1,1,20,4,------32,32,1.0,------2,
128,43,0,0,20,4,------12,12,1.0,------3,
131,44,1,1,20,4,------32,32,1.0,------2,
134,45,0,0,20,4,------12,12,1.0,------3,
137,46,1,1,20,4,------32,32,1.0,------2,
140,47,0,0,20,4,------12,12,1.0,------3,
143,48,1,1,20,4,------32,32,1.0,------2,
146,49,0,0,20,4,------12,12,1.0,------3,
149,50,1,1,20,4,------32,32,1.0,------2,
152,51,0,0,20,4,------12,12,1.0,------3,
155,52,1,1,20,4,------32,32,1.0,------2,
158,53,0,0,20,4,------12,12,1.0,------3,
161,54,1,1,20,4,------32,32,1.0,------2,
164,55,0,0,20,4,------12,12,1.0,------3,
167,56,1,1,20,4,------32,32,1.0,------2,
170,57,0,0,20,4,------12,12,1.0,------3,
173,58,1,1,20,4,------32,32,1.0,------2,
176,59,0,0,20,4,------12,12,1.0,------3,
179,60,1,1,20,4,------32,32,1.0,------2,
182,61,0,0,20,4,------12,12,1.0,------3,
185,62,1,1,20,4,------32,32,1.0,------2,
188,63,0,0,20,4,------12,12,1.0,------3,
191,64,1,1,20,4,------32,32,1.0,------2,
194,65,0,0,20,4,------12,12,1.0,------3,
197,66,1,1,20,4,------32,32,1.0,------2,
200,67,0,0,20,4,------12,12,1.0,------3,
203,68,1,1,20,4,------32,32,1.0,------2,
206,69,0,0,20,4,------12,12,1.0,------3,
209,70,1,1,20,4,------32,32,1.0,------2,
212,71,0,0,20,4,------12,12,1.0,------3,
215,72,1,1,20,4,------32,32,1.0,------2,
218,73,0,0,20,4,------12,12,1.0,------3,
221,74,1,1,20,4,------32,32,1.0,------2,
224,75,0,0,20,4,------12,12,1.0,------3,
227,76,1,1,20,4,------32,32,1.0,------2,
230,77,0,0,20,4,------12,12,1.0,------3,
233,78,1,1,20,4,------32,32,1.0,------2,
236,79,0,0,20,4,------12,12,1.0,------3,
239,80,1,1,20,4,------32,32,1.0,------2,
242,81,0,0,20,4,------12,12,1.0,------3,
245,82,1,1,20,4,------32,32,1.0,------2,
248,83,0,0,20,4,------12,12,1.0,------3,
251,84,1,1,20,4,------32,32,1.0,------2,
254,85,0,0,20,4,------12,12,1.0,------3,
257,86,1,1,20,4,------32,32,1.0,------2,
260,87,0,0,20,4,------12,12,1.0,------3,
263,88,1,1,20,4,------32,32,1.0,------2,
266,89,0,0,20,4,------12,12,1.0,------3,
269,90,1,1,20,4,------32,32,1.0,------2,
272,91,0,0,20,4,------12,12,1.0,------3,
275,92,1,1,20,4,------32,32,1.0,------2,
278,93,0,0,20,4,------12,12,1.0,------3,
281,94,1,1,20,4,------32,32,1.0,------2,
284,95,0,0,20,4,------12,12,1.0,------3,
287,96,1,1,20,4,------32,32,1.0,------2,
290,97,0,0,20,4,------12,12,1.0,------3,
293,98,1,1,20,4,------32,32,1.0,------2,
296,99,0,0,20,4,------12,12,1.0,------3,
299,100,1,1,20,4,------32,32,1.0,------2,
302,101,0,0,20,4,------12,12,1.0,------3,
305,102,1,1,20,4,------32,32,1.0,------2,
308,103,0,0,20,4,------12,12,1.0,------3,
311,104,1,1,20,4,------32,32,1.0,------2,
314,105,0,0,20,4,------12,12,1.0,------3,
317,106,1,1,20,4,------32,32,1.0,------2,
