L1A1-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
2,1,0,1,0,1,------0,0,0.0,------1,
5,2,0,1,0,1,------0,0,0.0,------1,
8,3,0,1,0,1,------0,0,0.0,------1,
11,4,0,1,0,1,------0,0,0.0,------1,
14,5,0,1,0,1,------0,0,0.0,------1,
17,6,1,1,32,2,------32,32,1.0,------2,
20,7,0,0,20,3,------12,12,1.0,------3,
23,8,0,0,12,3,------0,0,0.0,------1,
26,9,0,0,0,3,------0,0,0.0,------1,
29,10,0,1,28,4,------28,32,0.88,------4,
32,11,0,1,0,4,------28,32,0.88,------4,
35,12,0,1,0,4,------28,32,0.88,------4,
38,13,0,1,0,4,------28,32,0.88,------4,
41,14,0,1,0,4,------28,32,0.88,------4,
44,15,0,1,0,4,------28,32,0.88,------4,
47,16,1,1,4,4,------32,32,1.0,------2,
50,17,1,1,0,4,------32,32,1.0,------2,
53,18,1,1,0,4,------32,32,1.0,------2,
56,19,0,0,20,4,------12,12,1.0,------3,
59,20,0,0,0,4,------12,12,1.0,------3,
62,21,0,0,0,4,------12,12,1.0,------3,
65,22,0,1,16,4,------28,32,0.88,------4,
68,23,1,1,4,4,------32,32,1.0,------2,
71,24,1,1,0,4,------32,32,1.0,------2,
74,25,0,0,20,4,------12,12,1.0,------3,
77,26,0,0,12,4,------0,0,0.0,------1,
80,27,0,0,0,4,------0,0,0.0,------1,
83,28,0,1,28,4,------28,32,0.88,------4,
86,29,0,1,0,4,------28,32,0.88,------4,
89,30,0,1,0,4,------28,32,0.88,------4,
92,31,0,1,0,4,------28,32,0.88,------4,
95,32,0,1,0,4,------28,32,0.88,------4,
98,33,1,1,4,4,------32,32,1.0,------2,
101,34,0,0,20,4,------12,12,1.0,------3,
104,35,0,0,12,4,------0,0,0.0,------1,
107,36,0,0,0,4,------0,0,0.0,------1,
110,37,0,1,28,4,------28,32,0.88,------4,
113,38,0,1,0,4,------28,32,0.88,------4,
116,39,0,1,0,4,------28,32,0.88,------4,
119,40,0,1,0,4,------28,32,0.88,------4,
122,41,0,1,0,4,------28,32,0.88,------4,
125,42,0,1,0,4,------28,32,0.88,------4,
128,43,1,1,4,4,------32,32,1.0,------2,
131,44,1,1,0,4,------32,32,1.0,------2,
134,45,1,1,0,4,------32,32,1.0,------2,
137,46,0,0,20,4,------12,12,1.0,------3,
140,47,0,0,0,4,------12,12,1.0,------3,
143,48,0,0,0,4,------12,12,1.0,------3,
146,49,0,1,16,4,------28,32,0.88,------4,
149,50,1,1,4,4,------32,32,1.0,------2,
152,51,1,1,0,4,------32,32,1.0,------2,
155,52,0,0,20,4,------12,12,1.0,------3,
158,53,0,0,12,4,------0,0,0.0,------1,
161,54,0,0,0,4,------0,0,0.0,------1,
164,55,0,1,28,4,------28,32,0.88,------4,
167,56,0,1,0,4,------28,32,0.88,------4,
170,57,0,1,0,4,------28,32,0.88,------4,
173,58,0,1,0,4,------28,32,0.88,------4,
176,59,0,1,0,4,------28,32,0.88,------4,
179,60,1,1,4,4,------32,32,1.0,------2,
182,61,0,0,20,4,------12,12,1.0,------3,
185,62,0,0,12,4,------0,0,0.0,------1,
188,63,0,0,0,4,------0,0,0.0,------1,
191,64,0,1,28,4,------28,32,0.88,------4,
194,65,0,1,0,4,------28,32,0.88,------4,
197,66,0,1,0,4,------28,32,0.88,------4,
200,67,0,1,0,4,------28,32,0.88,------4,
203,68,0,1,0,4,------28,32,0.88,------4,
206,69,0,1,0,4,------28,32,0.88,------4,
209,70,1,1,4,4,------32,32,1.0,------2,
212,71,1,1,0,4,------32,32,1.0,------2,
215,72,1,1,0,4,------32,32,1.0,------2,
218,73,0,0,20,4,------12,12,1.0,------3,
221,74,0,0,0,4,------12,12,1.0,------3,
224,75,0,0,0,4,------12,12,1.0,------3,
227,76,0,1,16,4,------28,32,0.88,------4,
230,77,1,1,4,4,------32,32,1.0,------2,
233,78,1,1,0,4,------32,32,1.0,------2,
236,79,0,0,20,4,------12,12,1.0,------3,
239,80,0,0,12,4,------0,0,0.0,------1,
242,81,0,0,0,4,------0,0,0.0,------1,
245,82,0,1,28,4,------28,32,0.88,------4,
248,83,0,1,0,4,------28,32,0.88,------4,
251,84,0,1,0,4,------28,32,0.88,------4,
254,85,0,1,0,4,------28,32,0.88,------4,
257,86,0,1,0,4,------28,32,0.88,------4,
260,87,1,1,4,4,------32,32,1.0,------2,
263,88,0,0,20,4,------12,12,1.0,------3,
266,89,0,0,12,4,------0,0,0.0,------1,
269,90,0,0,0,4,------0,0,0.0,------1,
272,91,0,1,28,4,------28,32,0.88,------4,
275,92,0,1,0,4,------28,32,0.88,------4,
278,93,0,1,0,4,------28,32,0.88,------4,
281,94,0,1,0,4,------28,32,0.88,------4,
284,95,0,1,0,4,------28,32,0.88,------4,
287,96,0,1,0,4,------28,32,0.88,------4,
290,97,1,1,4,4,------32,32,1.0,------2,
293,98,1,1,0,4,------32,32,1.0,------2,
296,99,1,1,0,4,------32,32,1.0,------2,
299,100,0,0,20,4,------12,12,1.0,------3,
302,101,0,0,0,4,------12,12,1.0,------3,
305,102,0,0,0,4,------12,12,1.0,------3,
308,103,0,1,16,4,------28,32,0.88,------4,
311,104,1,1,4,4,------32,32,1.0,------2,
314,105,1,1,0,4,------32,32,1.0,------2,
317,106,0,0,20,4,------12,12,1.0,------3,
320,107,0,0,12,4,------0,0,0.0,------1,
323,108,0,0,0,4,------0,0,0.0,------1,
326,109,0,1,28,4,------28,32,0.88,------4,
329,110,0,1,0,4,------28,32,0.88,------4,
332,111,0,1,0,4,------28,32,0.88,------4,
335,112,0,1,0,4,------28,32,0.88,------4,
338,113,0,1,0,4,------28,32,0.88,------4,
341,114,1,1,4,4,------32,32,1.0,------2,
344,115,0,0,20,4,------12,12,1.0,------3,
347,116,0,0,12,4,------0,0,0.0,------1,
350,117,0,0,0,4,------0,0,0.0,------1,
353,118,0,1,28,4,------28,32,0.88,------4,
356,119,0,1,0,4,------28,32,0.88,------4,
359,120,0,1,0,4,------28,32,0.88,------4,
362,121,0,1,0,4,------28,32,0.88,------4,
365,122,0,1,0,4,------28,32,0.88,------4,
368,123,0,1,0,4,------28,32,0.88,------4,
371,124,1,1,4,4,------32,32,1.0,------2,
374,125,1,1,0,4,------32,32,1.0,------2,
377,126,1,1,0,4,------32,32,1.0,------2,
380,127,0,0,20,4,------12,12,1.0,------3,
383,128,0,0,0,4,------12,12,1.0,------3,
386,129,0,0,0,4,------12,12,1.0,------3,
389,130,0,1,16,4,------28,32,0.88,------4,
392,131,1,1,4,4,------32,32,1.0,------2,
395,132,1,1,0,4,------32,32,1.0,------2,
398,133,0,0,20,4,------12,12,1.0,------3,
401,134,0,0,12,4,------0,0,0.0,------1,
404,135,0,0,0,4,------0,0,0.0,------1,
407,136,0,1,28,4,------28,32,0.88,------4,
410,137,0,1,0,4,------28,32,0.88,------4,
413,138,0,1,0,4,------28,32,0.88,------4,
416,139,0,1,0,4,------28,32,0.88,------4,
419,140,0,1,0,4,------28,32,0.88,------4,
