L0A17-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
1,1,0,1,0,1,------5,9,0.56,------1,
4,2,0,1,4,2,------9,25,0.36,------2,
7,3,0,1,12,3,------21,49,0.43,------3,
10,4,0,1,8,4,------29,81,0.36,------4,
13,5,0,1,12,5,------41,121,0.34,------5,
16,6,1,1,12,6,------53,169,0.31,------6,
19,7,1,1,36,7,------89,225,0.4,------7,
22,8,0,0,60,8,------29,169,0.17,------8,
25,9,1,1,36,9,------65,225,0.29,------9,
28,10,0,0,48,10,------17,169,0.1,------10,
31,11,1,1,52,11,------69,225,0.31,------11,
34,12,0,0,56,12,------13,169,0.08,------12,
37,13,1,1,52,13,------65,225,0.29,------13,
40,14,0,0,52,13,------13,169,0.08,------12,
43,15,1,1,52,13,------65,225,0.29,------13,
46,16,0,0,52,13,------13,169,0.08,------12,
49,17,1,1,52,13,------65,225,0.29,------13,
52,18,0,0,52,13,------13,169,0.08,------12,
55,19,1,1,52,13,------65,225,0.29,------13,
58,20,0,0,52,13,------13,169,0.08,------12,
61,21,1,1,52,13,------65,225,0.29,------13,
64,22,0,0,52,13,------13,169,0.08,------12,
67,23,1,1,52,13,------65,225,0.29,------13,
70,24,0,0,52,13,------13,169,0.08,------12,
73,25,1,1,52,13,------65,225,0.29,------13,
76,26,0,0,52,13,------13,169,0.08,------12,
79,27,1,1,52,13,------65,225,0.29,------13,
82,28,0,0,52,13,------13,169,0.08,------12,
85,29,1,1,52,13,------65,225,0.29,------13,
88,30,0,0,52,13,------13,169,0.08,------12,
91,31,1,1,52,13,------65,225,0.29,------13,
94,32,0,0,52,13,------13,169,0.08,------12,
97,33,1,1,52,13,------65,225,0.29,------13,
100,34,0,0,52,13,------13,169,0.08,------12,
103,35,1,1,52,13,------65,225,0.29,------13,
106,36,0,0,52,13,------13,169,0.08,------12,
109,37,1,1,52,13,------65,225,0.29,------13,
112,38,0,0,52,13,------13,169,0.08,------12,
115,39,1,1,52,13,------65,225,0.29,------13,
118,40,0,0,52,13,------13,169,0.08,------12,
121,41,1,1,52,13,------65,225,0.29,------13,
124,42,0,0,52,13,------13,169,0.08,------12,
127,43,1,1,52,13,------65,225,0.29,------13,
130,44,0,0,52,13,------13,169,0.08,------12,
133,45,1,1,52,13,------65,225,0.29,------13,
136,46,0,0,52,13,------13,169,0.08,------12,
139,47,1,1,52,13,------65,225,0.29,------13,
142,48,0,0,52,13,------13,169,0.08,------12,
145,49,1,1,52,13,------65,225,0.29,------13,
148,50,0,0,52,13,------13,169,0.08,------12,
151,51,1,1,52,13,------65,225,0.29,------13,
154,52,0,0,52,13,------13,169,0.08,------12,
157,53,1,1,52,13,------65,225,0.29,------13,
160,54,0,0,52,13,------13,169,0.08,------12,
163,55,1,1,52,13,------65,225,0.29,------13,
166,56,0,0,52,13,------13,169,0.08,------12,
169,57,1,1,52,13,------65,225,0.29,------13,
172,58,0,0,52,13,------13,169,0.08,------12,
175,59,1,1,52,13,------65,225,0.29,------13,
178,60,0,0,52,13,------13,169,0.08,------12,
181,61,1,1,52,13,------65,225,0.29,------13,
184,62,0,0,52,13,------13,169,0.08,------12,
187,63,1,1,52,13,------65,225,0.29,------13,
190,64,0,0,52,13,------13,169,0.08,------12,
193,65,1,1,52,13,------65,225,0.29,------13,
196,66,0,0,52,13,------13,169,0.08,------12,
199,67,1,1,52,13,------65,225,0.29,------13,
202,68,0,0,52,13,------13,169,0.08,------12,
205,69,1,1,52,13,------65,225,0.29,------13,
208,70,0,0,52,13,------13,169,0.08,------12,
211,71,1,1,52,13,------65,225,0.29,------13,
214,72,0,0,52,13,------13,169,0.08,------12,
217,73,1,1,52,13,------65,225,0.29,------13,
220,74,0,0,52,13,------13,169,0.08,------12,
223,75,1,1,52,13,------65,225,0.29,------13,
226,76,0,0,52,13,------13,169,0.08,------12,
229,77,1,1,52,13,------65,225,0.29,------13,
232,78,0,0,52,13,------13,169,0.08,------12,
235,79,1,1,52,13,------65,225,0.29,------13,
238,80,0,0,52,13,------13,169,0.08,------12,
241,81,1,1,52,13,------65,225,0.29,------13,
244,82,0,0,52,13,------13,169,0.08,------12,
247,83,1,1,52,13,------65,225,0.29,------13,
250,84,0,0,52,13,------13,169,0.08,------12,
253,85,1,1,52,13,------65,225,0.29,------13,
256,86,0,0,52,13,------13,169,0.08,------12,
259,87,1,1,52,13,------65,225,0.29,------13,
262,88,0,0,52,13,------13,169,0.08,------12,
265,89,1,1,52,13,------65,225,0.29,------13,
268,90,0,0,52,13,------13,169,0.08,------12,
271,91,1,1,52,13,------65,225,0.29,------13,
274,92,0,0,52,13,------13,169,0.08,------12,
277,93,1,1,52,13,------65,225,0.29,------13,
280,94,0,0,52,13,------13,169,0.08,------12,
283,95,1,1,52,13,------65,225,0.29,------13,
286,96,0,0,52,13,------13,169,0.08,------12,
289,97,1,1,52,13,------65,225,0.29,------13,
292,98,0,0,52,13,------13,169,0.08,------12,
295,99,1,1,52,13,------65,225,0.29,------13,
298,100,0,0,52,13,------13,169,0.08,------12,
301,101,1,1,52,13,------65,225,0.29,------13,
304,102,0,0,52,13,------13,169,0.08,------12,
307,103,1,1,52,13,------65,225,0.29,------13,
310,104,0,0,52,13,------13,169,0.08,------12,
313,105,1,1,52,13,------65,225,0.29,------13,
316,106,0,0,52,13,------13,169,0.08,------12,
319,107,1,1,52,13,------65,225,0.29,------13,
322,108,0,0,52,13,------13,169,0.08,------12,
325,109,1,1,52,13,------65,225,0.29,------13,
328,110,0,0,52,13,------13,169,0.08,------12,
331,111,1,1,52,13,------65,225,0.29,------13,
334,112,0,0,52,13,------13,169,0.08,------12,
337,113,1,1,52,13,------65,225,0.29,------13,
340,114,0,0,52,13,------13,169,0.08,------12,
343,115,1,1,52,13,------65,225,0.29,------13,
346,116,0,0,52,13,------13,169,0.08,------12,
349,117,1,1,52,13,------65,225,0.29,------13,
352,118,0,0,52,13,------13,169,0.08,------12,
355,119,1,1,52,13,------65,225,0.29,------13,
358,120,0,0,52,13,------13,169,0.08,------12,
361,121,1,1,52,13,------65,225,0.29,------13,
364,122,0,0,52,13,------13,169,0.08,------12,
367,123,1,1,52,13,------65,225,0.29,------13,
370,124,0,0,52,13,------13,169,0.08,------12,
373,125,1,1,52,13,------65,225,0.29,------13,
376,126,0,0,52,13,------13,169,0.08,------12,
379,127,1,1,52,13,------65,225,0.29,------13,
382,128,0,0,52,13,------13,169,0.08,------12,
385,129,1,1,52,13,------65,225,0.29,------13,
388,130,0,0,52,13,------13,169,0.08,------12,
391,131,1,1,52,13,------65,225,0.29,------13,
394,132,0,0,52,13,------13,169,0.08,------12,
397,133,1,1,52,13,------65,225,0.29,------13,
400,134,0,0,52,13,------13,169,0.08,------12,
403,135,1,1,52,13,------65,225,0.29,------13,
406,136,0,0,52,13,------13,169,0.08,------12,
409,137,1,1,52,13,------65,225,0.29,------13,
412,138,0,0,52,13,------13,169,0.08,------12,
415,139,1,1,52,13,------65,225,0.29,------13,
418,140,0,0,52,13,------13,169,0.08,------12,
421,141,1,1,52,13,------65,225,0.29,------13,
424,142,0,0,52,13,------13,169,0.08,------12,
427,143,1,1,52,13,------65,225,0.29,------13,
430,144,0,0,52,13,------13,169,0.08,------12,
433,145,1,1,52,13,------65,225,0.29,------13,
436,146,0,0,52,13,------13,169,0.08,------12,
439,147,1,1,52,13,------65,225,0.29,------13,
