L2A0-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
3,1,0,1,0,1,------0,0,0.0,------1,
6,2,0,1,0,1,------0,0,0.0,------1,
9,3,0,1,0,1,------0,0,0.0,------1,
12,4,0,1,0,1,------0,0,0.0,------1,
15,5,0,1,0,1,------0,0,0.0,------1,
18,6,0,1,0,1,------0,0,0.0,------1,
21,7,1,1,1,2,------1,0,2.1474836E7,------2,
24,8,0,1,1,2,------0,0,0.0,------1,
27,9,1,1,1,2,------1,0,2.1474836E7,------2,
30,10,0,1,1,2,------0,0,0.0,------1,
33,11,1,1,1,2,------1,0,2.1474836E7,------2,
36,12,0,1,1,2,------0,0,0.0,------1,
39,13,1,1,1,2,------1,0,2.1474836E7,------2,
42,14,0,1,1,2,------0,0,0.0,------1,
45,15,1,1,1,2,------1,0,2.1474836E7,------2,
48,16,0,1,1,2,------0,0,0.0,------1,
51,17,1,1,1,2,------1,0,2.1474836E7,------2,
54,18,0,1,1,2,------0,0,0.0,------1,
57,19,1,1,1,2,------1,0,2.1474836E7,------2,
60,20,0,1,1,2,------0,0,0.0,------1,
63,21,1,1,1,2,------1,0,2.1474836E7,------2,
66,22,0,1,1,2,------0,0,0.0,------1,
69,23,1,1,1,2,------1,0,2.1474836E7,------2,
72,24,0,1,1,2,------0,0,0.0,------1,
75,25,1,1,1,2,------1,0,2.1474836E7,------2,
78,26,0,1,1,2,------0,0,0.0,------1,
81,27,1,1,1,2,------1,0,2.1474836E7,------2,
84,28,0,1,1,2,------0,0,0.0,------1,
87,29,1,1,1,2,------1,0,2.1474836E7,------2,
90,30,0,1,1,2,------0,0,0.0,------1,
93,31,1,1,1,2,------1,0,2.1474836E7,------2,
96,32,0,1,1,2,------0,0,0.0,------1,
99,33,1,1,1,2,------1,0,2.1474836E7,------2,
102,34,0,1,1,2,------0,0,0.0,------1,
105,35,1,1,1,2,------1,0,2.1474836E7,------2,
108,36,0,1,1,2,------0,0,0.0,------1,
111,37,1,1,1,2,------1,0,2.1474836E7,------2,
114,38,0,1,1,2,------0,0,0.0,------1,
117,39,1,1,1,2,------1,0,2.1474836E7,------2,
120,40,0,1,1,2,------0,0,0.0,------1,
123,41,1,1,1,2,------1,0,2.1474836E7,------2,
126,42,0,1,1,2,------0,0,0.0,------1,
129,43,1,1,1,2,------1,0,2.1474836E7,------2,
132,44,0,1,1,2,------0,0,0.0,------1,
135,45,1,1,1,2,------1,0,2.1474836E7,------2,
138,46,0,1,1,2,------0,0,0.0,------1,
141,47,1,1,1,2,------1,0,2.1474836E7,------2,
144,48,0,1,1,2,------0,0,0.0,------1,
147,49,1,1,1,2,------1,0,2.1474836E7,------2,
150,50,0,1,1,2,------0,0,0.0,------1,
153,51,1,1,1,2,------1,0,2.1474836E7,------2,
156,52,0,1,1,2,------0,0,0.0,------1,
159,53,1,1,1,2,------1,0,2.1474836E7,------2,
162,54,0,1,1,2,------0,0,0.0,------1,
165,55,1,1,1,2,------1,0,2.1474836E7,------2,
168,56,0,1,1,2,------0,0,0.0,------1,
171,57,1,1,1,2,------1,0,2.1474836E7,------2,
174,58,0,1,1,2,------0,0,0.0,------1,
177,59,1,1,1,2,------1,0,2.1474836E7,------2,
180,60,0,1,1,2,------0,0,0.0,------1,
183,61,1,1,1,2,------1,0,2.1474836E7,------2,
186,62,0,1,1,2,------0,0,0.0,------1,
189,63,1,1,1,2,------1,0,2.1474836E7,------2,
192,64,0,1,1,2,------0,0,0.0,------1,
195,65,1,1,1,2,------1,0,2.1474836E7,------2,
198,66,0,1,1,2,------0,0,0.0,------1,
201,67,1,1,1,2,------1,0,2.1474836E7,------2,
204,68,0,1,1,2,------0,0,0.0,------1,
207,69,1,1,1,2,------1,0,2.1474836E7,------2,
210,70,0,1,1,2,------0,0,0.0,------1,
213,71,1,1,1,2,------1,0,2.1474836E7,------2,
216,72,0,1,1,2,------0,0,0.0,------1,
