L0A11-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
1,1,0,1,0,1,------5,9,0.56,------1,
4,2,0,1,4,2,------9,25,0.36,------2,
7,3,0,1,12,3,------21,49,0.43,------3,
10,4,0,1,8,4,------29,81,0.36,------4,
13,5,0,1,12,5,------41,121,0.34,------5,
16,6,1,1,12,6,------53,169,0.31,------6,
19,7,1,1,36,7,------89,225,0.4,------7,
22,8,1,1,28,8,------117,289,0.4,------8,
25,9,1,1,12,9,------129,361,0.36,------9,
28,10,1,1,12,10,------141,441,0.32,------10,
31,11,1,1,32,11,------173,441,0.39,------11,
34,12,1,1,24,12,------197,441,0.45,------12,
37,13,1,1,24,13,------221,441,0.5,------13,
40,14,1,1,24,14,------245,441,0.56,------14,
43,15,1,1,64,15,------309,441,0.7,------15,
46,16,1,1,64,16,------373,441,0.85,------16,
49,17,1,1,0,16,------373,441,0.85,------16,
52,18,1,1,0,16,------373,441,0.85,------16,
55,19,1,1,0,16,------373,441,0.85,------16,
58,20,1,1,0,16,------373,441,0.85,------16,
61,21,1,1,0,16,------373,441,0.85,------16,
64,22,1,1,0,16,------373,441,0.85,------16,
67,23,1,1,0,16,------373,441,0.85,------16,
70,24,1,1,0,16,------373,441,0.85,------16,
73,25,1,1,0,16,------373,441,0.85,------16,
76,26,1,1,0,16,------373,441,0.85,------16,
79,27,1,1,0,16,------373,441,0.85,------16,
82,28,1,1,0,16,------373,441,0.85,------16,
85,29,1,1,0,16,------373,441,0.85,------16,
88,30,1,1,0,16,------373,441,0.85,------16,
91,31,1,1,0,16,------373,441,0.85,------16,
94,32,1,1,0,16,------373,441,0.85,------16,
97,33,1,1,0,16,------373,441,0.85,------16,
100,34,1,1,0,16,------373,441,0.85,------16,
103,35,1,1,0,16,------373,441,0.85,------16,
106,36,1,1,0,16,------373,441,0.85,------16,
109,37,1,1,0,16,------373,441,0.85,------16,
112,38,1,1,0,16,------373,441,0.85,------16,
115,39,1,1,0,16,------373,441,0.85,------16,
118,40,1,1,0,16,------373,441,0.85,------16,
121,41,1,1,0,16,------373,441,0.85,------16,
124,42,1,1,0,16,------373,441,0.85,------16,
127,43,1,1,0,16,------373,441,0.85,------16,
130,44,1,1,0,16,------373,441,0.85,------16,
133,45,1,1,0,16,------373,441,0.85,------16,
136,46,1,1,0,16,------373,441,0.85,------16,
139,47,1,1,0,16,------373,441,0.85,------16,
142,48,1,1,0,16,------373,441,0.85,------16,
145,49,1,1,0,16,------373,441,0.85,------16,
148,50,1,1,0,16,------373,441,0.85,------16,
151,51,1,1,0,16,------373,441,0.85,------16,
154,52,1,1,0,16,------373,441,0.85,------16,
157,53,1,1,0,16,------373,441,0.85,------16,
160,54,1,1,0,16,------373,441,0.85,------16,
163,55,1,1,0,16,------373,441,0.85,------16,
166,56,1,1,0,16,------373,441,0.85,------16,
169,57,1,1,0,16,------373,441,0.85,------16,
172,58,1,1,0,16,------373,441,0.85,------16,
175,59,1,1,0,16,------373,441,0.85,------16,
178,60,1,1,0,16,------373,441,0.85,------16,
181,61,1,1,0,16,------373,441,0.85,------16,
184,62,1,1,0,16,------373,441,0.85,------16,
187,63,1,1,0,16,------373,441,0.85,------16,
190,64,1,1,0,16,------373,441,0.85,------16,
193,65,1,1,0,16,------373,441,0.85,------16,
196,66,1,1,0,16,------373,441,0.85,------16,
199,67,1,1,0,16,------373,441,0.85,------16,
202,68,1,1,0,16,------373,441,0.85,------16,
205,69,1,1,0,16,------373,441,0.85,------16,
208,70,1,1,0,16,------373,441,0.85,------16,
211,71,1,1,0,16,------373,441,0.85,------16,
214,72,1,1,0,16,------373,441,0.85,------16,
217,73,1,1,0,16,------373,441,0.85,------16,
220,74,1,1,0,16,------373,441,0.85,------16,
223,75,1,1,0,16,------373,441,0.85,------16,
226,76,1,1,0,16,------373,441,0.85,------16,
229,77,1,1,0,16,------373,441,0.85,------16,
232,78,1,1,0,16,------373,441,0.85,------16,
235,79,1,1,0,16,------373,441,0.85,------16,
238,80,1,1,0,16,------373,441,0.85,------16,
241,81,1,1,0,16,------373,441,0.85,------16,
244,82,1,1,0,16,------373,441,0.85,------16,
247,83,1,1,0,16,------373,441,0.85,------16,
250,84,1,1,0,16,------373,441,0.85,------16,
253,85,1,1,0,16,------373,441,0.85,------16,
256,86,1,1,0,16,------373,441,0.85,------16,
259,87,1,1,0,16,------373,441,0.85,------16,
262,88,1,1,0,16,------373,441,0.85,------16,
265,89,1,1,0,16,------373,441,0.85,------16,
268,90,1,1,0,16,------373,441,0.85,------16,
271,91,1,1,0,16,------373,441,0.85,------16,
274,92,1,1,0,16,------373,441,0.85,------16,
277,93,1,1,0,16,------373,441,0.85,------16,
280,94,1,1,0,16,------373,441,0.85,------16,
283,95,1,1,0,16,------373,441,0.85,------16,
286,96,1,1,0,16,------373,441,0.85,------16,
289,97,1,1,0,16,------373,441,0.85,------16,
292,98,1,1,0,16,------373,441,0.85,------16,
295,99,1,1,0,16,------373,441,0.85,------16,
298,100,1,1,0,16,------373,441,0.85,------16,
301,101,1,1,0,16,------373,441,0.85,------16,
304,102,1,1,0,16,------373,441,0.85,------16,
307,103,1,1,0,16,------373,441,0.85,------16,
310,104,1,1,0,16,------373,441,0.85,------16,
313,105,1,1,0,16,------373,441,0.85,------16,
316,106,1,1,0,16,------373,441,0.85,------16,
319,107,1,1,0,16,------373,441,0.85,------16,
322,108,1,1,0,16,------373,441,0.85,------16,
325,109,1,1,0,16,------373,441,0.85,------16,
328,110,1,1,0,16,------373,441,0.85,------16,
331,111,1,1,0,16,------373,441,0.85,------16,
334,112,1,1,0,16,------373,441,0.85,------16,
337,113,1,1,0,16,------373,441,0.85,------16,
340,114,1,1,0,16,------373,441,0.85,------16,
343,115,1,1,0,16,------373,441,0.85,------16,
346,116,1,1,0,16,------373,441,0.85,------16,
349,117,1,1,0,16,------373,441,0.85,------16,
352,118,1,1,0,16,------373,441,0.85,------16,
355,119,1,1,0,16,------373,441,0.85,------16,
358,120,1,1,0,16,------373,441,0.85,------16,
361,121,1,1,0,16,------373,441,0.85,------16,
364,122,1,1,0,16,------373,441,0.85,------16,
367,123,1,1,0,16,------373,441,0.85,------16,
370,124,1,1,0,16,------373,441,0.85,------16,
373,125,1,1,0,16,------373,441,0.85,------16,
376,126,1,1,0,16,------373,441,0.85,------16,
379,127,1,1,0,16,------373,441,0.85,------16,
382,128,1,1,0,16,------373,441,0.85,------16,
385,129,1,1,0,16,------373,441,0.85,------16,
388,130,1,1,0,16,------373,441,0.85,------16,
391,131,1,1,0,16,------373,441,0.85,------16,
394,132,1,1,0,16,------373,441,0.85,------16,
397,133,1,1,0,16,------373,441,0.85,------16,
400,134,1,1,0,16,------373,441,0.85,------16,
403,135,1,1,0,16,------373,441,0.85,------16,
406,136,1,1,0,16,------373,441,0.85,------16,
409,137,1,1,0,16,------373,441,0.85,------16,
412,138,1,1,0,16,------373,441,0.85,------16,
415,139,1,1,0,16,------373,441,0.85,------16,
418,140,1,1,0,16,------373,441,0.85,------16,
421,141,1,1,0,16,------373,441,0.85,------16,
424,142,1,1,0,16,------373,441,0.85,------16,
427,143,1,1,0,16,------373,441,0.85,------16,
430,144,1,1,0,16,------373,441,0.85,------16,
433,145,1,1,0,16,------373,441,0.85,------16,
436,146,1,1,0,16,------373,441,0.85,------16,
439,147,1,1,0,16,------373,441,0.85,------16,
