L0A33-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
1,1,0,1,0,1,------5,9,0.56,------1,
4,2,0,1,4,2,------9,25,0.36,------2,
7,3,0,1,12,3,------21,49,0.43,------3,
10,4,0,1,8,4,------29,81,0.36,------4,
13,5,0,1,12,5,------41,121,0.34,------5,
16,6,1,1,12,6,------53,169,0.31,------6,
19,7,1,1,36,7,------89,225,0.4,------7,
22,8,1,1,28,8,------117,289,0.4,------8,
25,9,1,1,12,9,------129,361,0.36,------9,
28,10,1,1,12,10,------141,441,0.32,------10,
31,11,1,1,32,11,------173,441,0.39,------11,
34,12,1,1,24,12,------197,441,0.45,------12,
37,13,1,0,56,13,------141,441,0.32,------13,
40,14,1,0,32,14,------109,361,0.3,------14,
43,15,1,0,20,15,------89,289,0.31,------15,
46,16,1,0,16,16,------73,225,0.32,------16,
49,17,1,1,36,17,------109,289,0.38,------17,
52,18,1,1,48,18,------157,361,0.43,------18,
55,19,1,1,32,19,------189,441,0.43,------19,
58,20,1,1,28,20,------217,441,0.49,------20,
61,21,1,0,44,21,------173,441,0.39,------21,
64,22,1,0,24,22,------149,225,0.66,------22,
67,23,1,0,20,23,------129,169,0.76,------23,
70,24,1,0,20,24,------109,169,0.64,------24,
73,25,1,1,12,25,------121,225,0.54,------25,
76,26,1,1,20,26,------141,289,0.49,------26,
79,27,1,1,20,27,------161,361,0.45,------27,
82,28,1,1,44,28,------205,441,0.46,------28,
85,29,1,0,64,29,------141,441,0.32,------29,
88,30,1,0,32,29,------109,361,0.3,------14,
91,31,1,0,20,29,------89,289,0.31,------15,
94,32,1,0,16,29,------73,225,0.32,------16,
97,33,1,1,36,29,------109,289,0.38,------17,
100,34,1,1,48,29,------157,361,0.43,------18,
103,35,1,1,32,29,------189,441,0.43,------19,
106,36,1,1,28,29,------217,441,0.49,------20,
109,37,1,0,44,29,------173,441,0.39,------21,
112,38,1,0,24,29,------149,225,0.66,------22,
115,39,1,0,20,29,------129,169,0.76,------23,
118,40,1,0,20,29,------109,169,0.64,------24,
121,41,1,1,12,29,------121,225,0.54,------25,
124,42,1,1,20,29,------141,289,0.49,------26,
127,43,1,1,20,29,------161,361,0.45,------27,
130,44,1,1,44,29,------205,441,0.46,------28,
133,45,1,0,64,29,------141,441,0.32,------29,
136,46,1,0,32,29,------109,361,0.3,------14,
139,47,1,0,20,29,------89,289,0.31,------15,
142,48,1,0,16,29,------73,225,0.32,------16,
145,49,1,1,36,29,------109,289,0.38,------17,
148,50,1,1,48,29,------157,361,0.43,------18,
151,51,1,1,32,29,------189,441,0.43,------19,
154,52,1,1,28,29,------217,441,0.49,------20,
157,53,1,0,44,29,------173,441,0.39,------21,
160,54,1,0,24,29,------149,225,0.66,------22,
163,55,1,0,20,29,------129,169,0.76,------23,
166,56,1,0,20,29,------109,169,0.64,------24,
169,57,1,1,12,29,------121,225,0.54,------25,
172,58,1,1,20,29,------141,289,0.49,------26,
175,59,1,1,20,29,------161,361,0.45,------27,
178,60,1,1,44,29,------205,441,0.46,------28,
181,61,1,0,64,29,------141,441,0.32,------29,
184,62,1,0,32,29,------109,361,0.3,------14,
187,63,1,0,20,29,------89,289,0.31,------15,
190,64,1,0,16,29,------73,225,0.32,------16,
193,65,1,1,36,29,------109,289,0.38,------17,
196,66,1,1,48,29,------157,361,0.43,------18,
199,67,1,1,32,29,------189,441,0.43,------19,
202,68,1,1,28,29,------217,441,0.49,------20,
205,69,1,0,44,29,------173,441,0.39,------21,
208,70,1,0,24,29,------149,225,0.66,------22,
211,71,1,0,20,29,------129,169,0.76,------23,
214,72,1,0,20,29,------109,169,0.64,------24,
217,73,1,1,12,29,------121,225,0.54,------25,
220,74,1,1,20,29,------141,289,0.49,------26,
223,75,1,1,20,29,------161,361,0.45,------27,
226,76,1,1,44,29,------205,441,0.46,------28,
229,77,1,0,64,29,------141,441,0.32,------29,
232,78,1,0,32,29,------109,361,0.3,------14,
235,79,1,0,20,29,------89,289,0.31,------15,
238,80,1,0,16,29,------73,225,0.32,------16,
241,81,1,1,36,29,------109,289,0.38,------17,
244,82,1,1,48,29,------157,361,0.43,------18,
247,83,1,1,32,29,------189,441,0.43,------19,
250,84,1,1,28,29,------217,441,0.49,------20,
253,85,1,0,44,29,------173,441,0.39,------21,
256,86,1,0,24,29,------149,225,0.66,------22,
259,87,1,0,20,29,------129,169,0.76,------23,
262,88,1,0,20,29,------109,169,0.64,------24,
265,89,1,1,12,29,------121,225,0.54,------25,
268,90,1,1,20,29,------141,289,0.49,------26,
271,91,1,1,20,29,------161,361,0.45,------27,
274,92,1,1,44,29,------205,441,0.46,------28,
277,93,1,0,64,29,------141,441,0.32,------29,
280,94,1,0,32,29,------109,361,0.3,------14,
283,95,1,0,20,29,------89,289,0.31,------15,
286,96,1,0,16,29,------73,225,0.32,------16,
289,97,1,1,36,29,------109,289,0.38,------17,
292,98,1,1,48,29,------157,361,0.43,------18,
295,99,1,1,32,29,------189,441,0.43,------19,
298,100,1,1,28,29,------217,441,0.49,------20,
301,101,1,0,44,29,------173,441,0.39,------21,
304,102,1,0,24,29,------149,225,0.66,------22,
307,103,1,0,20,29,------129,169,0.76,------23,
310,104,1,0,20,29,------109,169,0.64,------24,
313,105,1,1,12,29,------121,225,0.54,------25,
316,106,1,1,20,29,------141,289,0.49,------26,
319,107,1,1,20,29,------161,361,0.45,------27,
322,108,1,1,44,29,------205,441,0.46,------28,
325,109,1,0,64,29,------141,441,0.32,------29,
328,110,1,0,32,29,------109,361,0.3,------14,
331,111,1,0,20,29,------89,289,0.31,------15,
334,112,1,0,16,29,------73,225,0.32,------16,
337,113,1,1,36,29,------109,289,0.38,------17,
340,114,1,1,48,29,------157,361,0.43,------18,
343,115,1,1,32,29,------189,441,0.43,------19,
346,116,1,1,28,29,------217,441,0.49,------20,
349,117,1,0,44,29,------173,441,0.39,------21,
352,118,1,0,24,29,------149,225,0.66,------22,
355,119,1,0,20,29,------129,169,0.76,------23,
358,120,1,0,20,29,------109,169,0.64,------24,
361,121,1,1,12,29,------121,225,0.54,------25,
364,122,1,1,20,29,------141,289,0.49,------26,
367,123,1,1,20,29,------161,361,0.45,------27,
370,124,1,1,44,29,------205,441,0.46,------28,
373,125,1,0,64,29,------141,441,0.32,------29,
376,126,1,0,32,29,------109,361,0.3,------14,
379,127,1,0,20,29,------89,289,0.31,------15,
382,128,1,0,16,29,------73,225,0.32,------16,
385,129,1,1,36,29,------109,289,0.38,------17,
388,130,1,1,48,29,------157,361,0.43,------18,
391,131,1,1,32,29,------189,441,0.43,------19,
394,132,1,1,28,29,------217,441,0.49,------20,
397,133,1,0,44,29,------173,441,0.39,------21,
400,134,1,0,24,29,------149,225,0.66,------22,
403,135,1,0,20,29,------129,169,0.76,------23,
406,136,1,0,20,29,------109,169,0.64,------24,
409,137,1,1,12,29,------121,225,0.54,------25,
412,138,1,1,20,29,------141,289,0.49,------26,
415,139,1,1,20,29,------161,361,0.45,------27,
418,140,1,1,44,29,------205,441,0.46,------28,
421,141,1,0,64,29,------141,441,0.32,------29,
424,142,1,0,32,29,------109,361,0.3,------14,
427,143,1,0,20,29,------89,289,0.31,------15,
430,144,1,0,16,29,------73,225,0.32,------16,
433,145,1,1,36,29,------109,289,0.38,------17,
436,146,1,1,48,29,------157,361,0.43,------18,
439,147,1,1,32,29,------189,441,0.43,------19,
