L0A24-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
1,1,0,1,0,1,------5,9,0.56,------1,
4,2,0,1,4,2,------9,25,0.36,------2,
7,3,0,1,12,3,------21,49,0.43,------3,
10,4,0,1,8,4,------29,81,0.36,------4,
13,5,0,1,12,5,------41,121,0.34,------5,
16,6,1,1,12,6,------53,169,0.31,------6,
19,7,1,1,36,7,------89,225,0.4,------7,
22,8,1,1,28,8,------117,289,0.4,------8,
25,9,1,0,32,9,------85,169,0.5,------9,
28,10,1,1,4,10,------89,225,0.4,------10,
31,11,1,1,12,11,------101,289,0.35,------11,
34,12,1,1,12,12,------113,361,0.31,------12,
37,13,1,1,36,13,------149,441,0.34,------13,
40,14,1,1,24,14,------173,441,0.39,------14,
43,15,1,1,24,15,------197,441,0.45,------15,
46,16,1,1,24,16,------221,441,0.5,------16,
49,17,1,0,96,17,------125,361,0.35,------17,
52,18,1,1,36,18,------161,441,0.37,------18,
55,19,1,1,56,19,------217,441,0.49,------19,
58,20,1,1,56,20,------273,441,0.62,------20,
61,21,1,1,40,21,------313,441,0.71,------21,
64,22,1,1,28,22,------341,441,0.77,------22,
67,23,1,1,16,23,------357,441,0.81,------23,
70,24,1,1,12,24,------369,441,0.84,------24,
73,25,1,0,48,25,------321,441,0.73,------25,
76,26,1,1,16,26,------337,441,0.76,------26,
79,27,1,1,32,27,------369,441,0.84,------27,
82,28,1,1,16,28,------385,441,0.87,------28,
85,29,1,1,0,28,------385,441,0.87,------28,
88,30,1,1,0,28,------385,441,0.87,------28,
91,31,1,1,0,28,------385,441,0.87,------28,
94,32,1,1,0,28,------385,441,0.87,------28,
97,33,1,0,60,29,------325,441,0.74,------29,
100,34,1,1,40,30,------365,441,0.83,------30,
103,35,1,1,24,31,------389,441,0.88,------31,
106,36,1,1,16,32,------405,441,0.92,------32,
109,37,1,1,0,32,------405,441,0.92,------32,
112,38,1,1,0,32,------405,441,0.92,------32,
115,39,1,1,0,32,------405,441,0.92,------32,
118,40,1,1,0,32,------405,441,0.92,------32,
121,41,1,0,28,33,------377,441,0.85,------33,
124,42,1,1,28,34,------405,441,0.92,------34,
127,43,1,1,0,34,------405,441,0.92,------34,
130,44,1,1,0,34,------405,441,0.92,------34,
133,45,1,1,0,34,------405,441,0.92,------34,
136,46,1,1,0,34,------405,441,0.92,------34,
139,47,1,1,0,34,------405,441,0.92,------34,
142,48,1,1,0,34,------405,441,0.92,------34,
145,49,1,0,28,35,------377,441,0.85,------35,
148,50,1,1,8,36,------385,441,0.87,------36,
151,51,1,1,0,36,------385,441,0.87,------36,
154,52,1,1,0,36,------385,441,0.87,------36,
157,53,1,1,0,36,------385,441,0.87,------36,
160,54,1,1,0,36,------385,441,0.87,------36,
163,55,1,1,0,36,------385,441,0.87,------36,
166,56,1,1,0,36,------385,441,0.87,------36,
169,57,1,0,40,37,------345,441,0.78,------37,
172,58,1,1,40,38,------385,441,0.87,------38,
175,59,1,1,8,39,------393,441,0.89,------39,
178,60,1,1,8,40,------401,441,0.91,------40,
181,61,1,1,0,40,------401,441,0.91,------40,
184,62,1,1,0,40,------401,441,0.91,------40,
187,63,1,1,0,40,------401,441,0.91,------40,
190,64,1,1,0,40,------401,441,0.91,------40,
193,65,1,0,36,41,------365,441,0.83,------41,
196,66,1,1,24,42,------389,441,0.88,------42,
199,67,1,1,12,43,------401,441,0.91,------43,
202,68,1,1,4,43,------405,441,0.92,------32,
205,69,1,1,0,43,------405,441,0.92,------32,
208,70,1,1,0,43,------405,441,0.92,------32,
211,71,1,1,0,43,------405,441,0.92,------32,
214,72,1,1,0,43,------405,441,0.92,------32,
217,73,1,0,28,43,------377,441,0.85,------33,
220,74,1,1,28,43,------405,441,0.92,------34,
223,75,1,1,0,43,------405,441,0.92,------34,
226,76,1,1,0,43,------405,441,0.92,------34,
229,77,1,1,0,43,------405,441,0.92,------34,
232,78,1,1,0,43,------405,441,0.92,------34,
235,79,1,1,0,43,------405,441,0.92,------34,
238,80,1,1,0,43,------405,441,0.92,------34,
241,81,1,0,28,43,------377,441,0.85,------35,
244,82,1,1,8,43,------385,441,0.87,------36,
247,83,1,1,0,43,------385,441,0.87,------36,
250,84,1,1,0,43,------385,441,0.87,------36,
253,85,1,1,0,43,------385,441,0.87,------36,
256,86,1,1,0,43,------385,441,0.87,------36,
259,87,1,1,0,43,------385,441,0.87,------36,
262,88,1,1,0,43,------385,441,0.87,------36,
265,89,1,0,40,43,------345,441,0.78,------37,
268,90,1,1,40,43,------385,441,0.87,------38,
271,91,1,1,8,43,------393,441,0.89,------39,
274,92,1,1,8,43,------401,441,0.91,------40,
277,93,1,1,0,43,------401,441,0.91,------40,
280,94,1,1,0,43,------401,441,0.91,------40,
283,95,1,1,0,43,------401,441,0.91,------40,
286,96,1,1,0,43,------401,441,0.91,------40,
289,97,1,0,36,43,------365,441,0.83,------41,
292,98,1,1,24,43,------389,441,0.88,------42,
295,99,1,1,12,43,------401,441,0.91,------43,
298,100,1,1,4,43,------405,441,0.92,------32,
301,101,1,1,0,43,------405,441,0.92,------32,
304,102,1,1,0,43,------405,441,0.92,------32,
307,103,1,1,0,43,------405,441,0.92,------32,
310,104,1,1,0,43,------405,441,0.92,------32,
313,105,1,0,28,43,------377,441,0.85,------33,
316,106,1,1,28,43,------405,441,0.92,------34,
319,107,1,1,0,43,------405,441,0.92,------34,
322,108,1,1,0,43,------405,441,0.92,------34,
325,109,1,1,0,43,------405,441,0.92,------34,
328,110,1,1,0,43,------405,441,0.92,------34,
331,111,1,1,0,43,------405,441,0.92,------34,
334,112,1,1,0,43,------405,441,0.92,------34,
337,113,1,0,28,43,------377,441,0.85,------35,
340,114,1,1,8,43,------385,441,0.87,------36,
343,115,1,1,0,43,------385,441,0.87,------36,
346,116,1,1,0,43,------385,441,0.87,------36,
349,117,1,1,0,43,------385,441,0.87,------36,
352,118,1,1,0,43,------385,441,0.87,------36,
355,119,1,1,0,43,------385,441,0.87,------36,
358,120,1,1,0,43,------385,441,0.87,------36,
361,121,1,0,40,43,------345,441,0.78,------37,
364,122,1,1,40,43,------385,441,0.87,------38,
367,123,1,1,8,43,------393,441,0.89,------39,
370,124,1,1,8,43,------401,441,0.91,------40,
373,125,1,1,0,43,------401,441,0.91,------40,
376,126,1,1,0,43,------401,441,0.91,------40,
379,127,1,1,0,43,------401,441,0.91,------40,
382,128,1,1,0,43,------401,441,0.91,------40,
385,129,1,0,36,43,------365,441,0.83,------41,
388,130,1,1,24,43,------389,441,0.88,------42,
391,131,1,1,12,43,------401,441,0.91,------43,
394,132,1,1,4,43,------405,441,0.92,------32,
397,133,1,1,0,43,------405,441,0.92,------32,
400,134,1,1,0,43,------405,441,0.92,------32,
403,135,1,1,0,43,------405,441,0.92,------32,
406,136,1,1,0,43,------405,441,0.92,------32,
409,137,1,0,28,43,------377,441,0.85,------33,
412,138,1,1,28,43,------405,441,0.92,------34,
415,139,1,1,0,43,------405,441,0.92,------34,
418,140,1,1,0,43,------405,441,0.92,------34,
421,141,1,1,0,43,------405,441,0.92,------34,
424,142,1,1,0,43,------405,441,0.92,------34,
427,143,1,1,0,43,------405,441,0.92,------34,
430,144,1,1,0,43,------405,441,0.92,------34,
433,145,1,0,28,43,------377,441,0.85,------35,
436,146,1,1,8,43,------385,441,0.87,------36,
439,147,1,1,0,43,------385,441,0.87,------36,
