L0A10-->Columns Header:, LevelCount, AutomataStep, AggregateState, Goal, StateDifference, DiversityCounter, LiveCellsCount, LiveCellsArea, LiveCellsDensity, StateId
1,1,0,1,0,1,------5,9,0.56,------1,
4,2,0,1,4,2,------9,25,0.36,------2,
7,3,0,1,12,3,------21,49,0.43,------3,
10,4,0,1,8,4,------29,81,0.36,------4,
13,5,0,1,12,5,------41,121,0.34,------5,
16,6,1,1,12,6,------53,169,0.31,------6,
19,7,1,1,36,7,------89,225,0.4,------7,
22,8,0,0,60,8,------29,169,0.17,------8,
25,9,0,0,24,8,------5,9,0.56,------1,
28,10,0,1,4,8,------9,25,0.36,------2,
31,11,0,1,12,8,------21,49,0.43,------3,
34,12,0,1,8,8,------29,81,0.36,------4,
37,13,0,1,12,8,------41,121,0.34,------5,
40,14,1,1,12,8,------53,169,0.31,------6,
43,15,1,1,36,8,------89,225,0.4,------7,
46,16,0,0,60,8,------29,169,0.17,------8,
49,17,0,0,24,8,------5,9,0.56,------1,
52,18,0,1,4,8,------9,25,0.36,------2,
55,19,0,1,12,8,------21,49,0.43,------3,
58,20,0,1,8,8,------29,81,0.36,------4,
61,21,0,1,12,8,------41,121,0.34,------5,
64,22,1,1,12,8,------53,169,0.31,------6,
67,23,1,1,36,8,------89,225,0.4,------7,
70,24,0,0,60,8,------29,169,0.17,------8,
73,25,0,0,24,8,------5,9,0.56,------1,
76,26,0,1,4,8,------9,25,0.36,------2,
79,27,0,1,12,8,------21,49,0.43,------3,
82,28,0,1,8,8,------29,81,0.36,------4,
85,29,0,1,12,8,------41,121,0.34,------5,
88,30,1,1,12,8,------53,169,0.31,------6,
91,31,1,1,36,8,------89,225,0.4,------7,
94,32,0,0,60,8,------29,169,0.17,------8,
97,33,0,0,24,8,------5,9,0.56,------1,
100,34,0,1,4,8,------9,25,0.36,------2,
103,35,0,1,12,8,------21,49,0.43,------3,
106,36,0,1,8,8,------29,81,0.36,------4,
109,37,0,1,12,8,------41,121,0.34,------5,
112,38,1,1,12,8,------53,169,0.31,------6,
115,39,1,1,36,8,------89,225,0.4,------7,
118,40,0,0,60,8,------29,169,0.17,------8,
121,41,0,0,24,8,------5,9,0.56,------1,
124,42,0,1,4,8,------9,25,0.36,------2,
127,43,0,1,12,8,------21,49,0.43,------3,
130,44,0,1,8,8,------29,81,0.36,------4,
133,45,0,1,12,8,------41,121,0.34,------5,
136,46,1,1,12,8,------53,169,0.31,------6,
139,47,1,1,36,8,------89,225,0.4,------7,
142,48,0,0,60,8,------29,169,0.17,------8,
145,49,0,0,24,8,------5,9,0.56,------1,
148,50,0,1,4,8,------9,25,0.36,------2,
151,51,0,1,12,8,------21,49,0.43,------3,
154,52,0,1,8,8,------29,81,0.36,------4,
157,53,0,1,12,8,------41,121,0.34,------5,
160,54,1,1,12,8,------53,169,0.31,------6,
163,55,1,1,36,8,------89,225,0.4,------7,
166,56,0,0,60,8,------29,169,0.17,------8,
169,57,0,0,24,8,------5,9,0.56,------1,
172,58,0,1,4,8,------9,25,0.36,------2,
175,59,0,1,12,8,------21,49,0.43,------3,
178,60,0,1,8,8,------29,81,0.36,------4,
181,61,0,1,12,8,------41,121,0.34,------5,
184,62,1,1,12,8,------53,169,0.31,------6,
187,63,1,1,36,8,------89,225,0.4,------7,
190,64,0,0,60,8,------29,169,0.17,------8,
193,65,0,0,24,8,------5,9,0.56,------1,
196,66,0,1,4,8,------9,25,0.36,------2,
199,67,0,1,12,8,------21,49,0.43,------3,
202,68,0,1,8,8,------29,81,0.36,------4,
205,69,0,1,12,8,------41,121,0.34,------5,
208,70,1,1,12,8,------53,169,0.31,------6,
211,71,1,1,36,8,------89,225,0.4,------7,
214,72,0,0,60,8,------29,169,0.17,------8,
217,73,0,0,24,8,------5,9,0.56,------1,
220,74,0,1,4,8,------9,25,0.36,------2,
223,75,0,1,12,8,------21,49,0.43,------3,
226,76,0,1,8,8,------29,81,0.36,------4,
229,77,0,1,12,8,------41,121,0.34,------5,
232,78,1,1,12,8,------53,169,0.31,------6,
235,79,1,1,36,8,------89,225,0.4,------7,
238,80,0,0,60,8,------29,169,0.17,------8,
241,81,0,0,24,8,------5,9,0.56,------1,
244,82,0,1,4,8,------9,25,0.36,------2,
247,83,0,1,12,8,------21,49,0.43,------3,
250,84,0,1,8,8,------29,81,0.36,------4,
253,85,0,1,12,8,------41,121,0.34,------5,
256,86,1,1,12,8,------53,169,0.31,------6,
259,87,1,1,36,8,------89,225,0.4,------7,
262,88,0,0,60,8,------29,169,0.17,------8,
265,89,0,0,24,8,------5,9,0.56,------1,
268,90,0,1,4,8,------9,25,0.36,------2,
271,91,0,1,12,8,------21,49,0.43,------3,
274,92,0,1,8,8,------29,81,0.36,------4,
277,93,0,1,12,8,------41,121,0.34,------5,
280,94,1,1,12,8,------53,169,0.31,------6,
283,95,1,1,36,8,------89,225,0.4,------7,
286,96,0,0,60,8,------29,169,0.17,------8,
289,97,0,0,24,8,------5,9,0.56,------1,
292,98,0,1,4,8,------9,25,0.36,------2,
295,99,0,1,12,8,------21,49,0.43,------3,
298,100,0,1,8,8,------29,81,0.36,------4,
301,101,0,1,12,8,------41,121,0.34,------5,
304,102,1,1,12,8,------53,169,0.31,------6,
307,103,1,1,36,8,------89,225,0.4,------7,
310,104,0,0,60,8,------29,169,0.17,------8,
313,105,0,0,24,8,------5,9,0.56,------1,
316,106,0,1,4,8,------9,25,0.36,------2,
319,107,0,1,12,8,------21,49,0.43,------3,
322,108,0,1,8,8,------29,81,0.36,------4,
325,109,0,1,12,8,------41,121,0.34,------5,
328,110,1,1,12,8,------53,169,0.31,------6,
331,111,1,1,36,8,------89,225,0.4,------7,
334,112,0,0,60,8,------29,169,0.17,------8,
337,113,0,0,24,8,------5,9,0.56,------1,
340,114,0,1,4,8,------9,25,0.36,------2,
343,115,0,1,12,8,------21,49,0.43,------3,
346,116,0,1,8,8,------29,81,0.36,------4,
349,117,0,1,12,8,------41,121,0.34,------5,
352,118,1,1,12,8,------53,169,0.31,------6,
355,119,1,1,36,8,------89,225,0.4,------7,
358,120,0,0,60,8,------29,169,0.17,------8,
361,121,0,0,24,8,------5,9,0.56,------1,
364,122,0,1,4,8,------9,25,0.36,------2,
367,123,0,1,12,8,------21,49,0.43,------3,
370,124,0,1,8,8,------29,81,0.36,------4,
373,125,0,1,12,8,------41,121,0.34,------5,
376,126,1,1,12,8,------53,169,0.31,------6,
379,127,1,1,36,8,------89,225,0.4,------7,
382,128,0,0,60,8,------29,169,0.17,------8,
385,129,0,0,24,8,------5,9,0.56,------1,
388,130,0,1,4,8,------9,25,0.36,------2,
391,131,0,1,12,8,------21,49,0.43,------3,
394,132,0,1,8,8,------29,81,0.36,------4,
397,133,0,1,12,8,------41,121,0.34,------5,
400,134,1,1,12,8,------53,169,0.31,------6,
403,135,1,1,36,8,------89,225,0.4,------7,
406,136,0,0,60,8,------29,169,0.17,------8,
409,137,0,0,24,8,------5,9,0.56,------1,
412,138,0,1,4,8,------9,25,0.36,------2,
415,139,0,1,12,8,------21,49,0.43,------3,
418,140,0,1,8,8,------29,81,0.36,------4,
421,141,0,1,12,8,------41,121,0.34,------5,
424,142,1,1,12,8,------53,169,0.31,------6,
427,143,1,1,36,8,------89,225,0.4,------7,
430,144,0,0,60,8,------29,169,0.17,------8,
433,145,0,0,24,8,------5,9,0.56,------1,
436,146,0,1,4,8,------9,25,0.36,------2,
439,147,0,1,12,8,------21,49,0.43,------3,
